Total Travel Time,Price,Total Walking Distance,Total Waiting Time,finalsolutionusedlabels,sourcename,targetname,distance,stresslevel,multimodality,safety_boost,caloriesBurnt_avg,mood_upgrade,earnings_gross,delay_probability,luggage_transportation,meal_option,possible_expences
4.22,13.24,354,3.21,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,367,not_achieved,181.59,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.22,13.24,354,1.21,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,198,not_achieved,83.83,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.17,13.28,118,1.21,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,187,not_achieved,82.61,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.9,15.52,0,0.97,[db_fv],Düsseldorf,Wuppertal,26.922,low,0,11,161,not_achieved,70.14,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
1.85,15.52,0,0.95,[db_fv],Düsseldorf,Wuppertal,26.922,low,0,11,156,not_achieved,68.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
1.2,16.55,354,0.23,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,112,not_achieved,34.95,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.15,16.59,118,0.23,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,101,not_achieved,33.73,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.43,18.2,0,1.6,[db_fv],Düsseldorf,Wuppertal,26.922,low,0,11,205,not_achieved,98.49,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.7,15.96,118,1.85,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,232,not_achieved,111.2,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.75,15.92,354,1.85,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,243,not_achieved,112.42,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
3.2,13.24,354,2.25,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,281,not_achieved,133.2,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
4.17,13.28,118,3.21,"[flixbus, db_fv]",Düsseldorf,Wuppertal,26.922,low,1,12,356,not_achieved,180.37,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
1.23,18.31,0,0.37,[db_fv],Düsseldorf,Wuppertal,26.922,low,0,11,104,not_achieved,39.1,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
7.49,15.57,0,0.0,"[flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,12,633,not_achieved,183.06,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.38,24.2,0,0.0,"[flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,12,370,not_achieved,107.05,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.25,43.72,0,0.0,"[db_fv, flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,18,359,not_achieved,103.87,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.38,47.07,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,286,not_achieved,82.61,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.26,57.47,0,0.0,[car],Nürnberg,Ulm,196.708,high,0,1,191,not_achieved,55.23,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
2.07,59.77,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,175,not_achieved,50.59,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.07,59.24,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,259,not_achieved,75.03,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.03,59.77,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,256,not_achieved,74.05,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.52,55.12,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,297,not_achieved,86.03,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.78,64.92,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,404,not_achieved,116.82,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.03,59.24,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,341,not_achieved,98.49,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.82,64.92,0,0.0,[db_fv],Nürnberg,Ulm,221.611,high,0,11,238,not_achieved,68.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
7.49,15.57,420,0.0,"[flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,12,645,not_achieved,183.06,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.38,24.2,401,0.0,"[flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,12,382,not_achieved,107.05,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.94,31.26,329,0.0,"[blablacar, db_fv]",Nürnberg,Ulm,221.611,high,1,2,427,not_achieved,120.73,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
7.49,15.57,420,3.34,"[flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,12,645,not_achieved,264.69,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.38,24.2,401,0.91,"[flixbus, db_fv]",Nürnberg,Ulm,221.611,high,1,12,382,not_achieved,129.29,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.52,55.12,0,1.53,[db_fv],Nürnberg,Ulm,221.611,high,0,11,297,not_achieved,123.42,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.07,59.77,0,0.13,[db_fv],Nürnberg,Ulm,221.611,high,0,11,175,not_achieved,53.77,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.94,31.26,329,1.17,"[blablacar, db_fv]",Nürnberg,Ulm,221.611,high,1,2,427,not_achieved,149.33,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.07,59.24,0,1.2,[db_fv],Nürnberg,Ulm,221.611,high,0,11,259,not_achieved,104.36,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.03,59.77,0,1.13,[db_fv],Nürnberg,Ulm,221.611,high,0,11,256,not_achieved,101.67,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.78,64.92,0,2.88,[db_fv],Nürnberg,Ulm,221.611,high,0,11,404,not_achieved,187.21,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.03,59.24,0,2.2,[db_fv],Nürnberg,Ulm,221.611,high,0,11,341,not_achieved,152.26,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.82,64.92,0,0.9,[db_fv],Nürnberg,Ulm,221.611,high,0,11,238,not_achieved,90.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.75,92.57,0,0.38,[db_fv],Nürnberg,Ulm,221.611,high,0,11,232,not_achieved,76.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.57,82.33,0,0.12,[db_fv],Nürnberg,Ulm,221.611,high,0,11,217,not_achieved,65.74,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.07,93.2,0,0.02,[db_fv],Nürnberg,Ulm,221.611,high,0,11,259,not_achieved,75.52,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.5,82.87,0,0.05,[db_fv],Nürnberg,Ulm,221.611,high,0,11,211,not_achieved,62.32,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.23,65.14,0,0.08,[db_fv],Nürnberg,Ulm,221.611,high,0,11,273,not_achieved,80.9,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.58,82.76,0,0.07,[db_fv],Nürnberg,Ulm,221.611,high,0,11,218,not_achieved,64.77,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.58,82.76,0,0.12,[db_fv],Nürnberg,Ulm,221.611,high,0,11,218,not_achieved,65.99,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
