,routes,origin,destination,origin_gis,destination_gis,path,origin_info,destination_info
298,Hagen-Ulm,Hagen,Ulm,"[7.4674059999999995, 51.360171]","[9.990402, 48.398454]","[[7.4674059999999995, 51.360171], [9.990402, 48.398454]]",https://hagenentdecken.de/,https://tourismus.ulm.de/en/
299,Hagen-Bamberg,Hagen,Bamberg,"[7.4674059999999995, 51.360171]","[10.886786, 49.893387]","[[7.4674059999999995, 51.360171], [10.886786, 49.893387]]",https://hagenentdecken.de/,https://en.bamberg.info/?setLanguage=en
300,Hagen-Darmstadt,Hagen,Darmstadt,"[7.4674059999999995, 51.360171]","[8.653838, 49.872238]","[[7.4674059999999995, 51.360171], [8.653838, 49.872238]]",https://hagenentdecken.de/,https://www.darmstadt-tourismus.de/en/visit.html
301,Hagen-Köln,Hagen,Köln,"[7.4674059999999995, 51.360171]","[6.957068, 50.938107]","[[7.4674059999999995, 51.360171], [6.957068, 50.938107]]",https://hagenentdecken.de/,https://www.cologne-tourism.com/
302,Hagen-Stuttgart,Hagen,Stuttgart,"[7.4674059999999995, 51.360171]","[9.177734, 48.775816999999996]","[[7.4674059999999995, 51.360171], [9.177734, 48.775816999999996]]",https://hagenentdecken.de/,https://www.stuttgart-tourist.de/en
303,Hagen-Heidelberg,Hagen,Heidelberg,"[7.4674059999999995, 51.360171]","[8.702067, 49.408826]","[[7.4674059999999995, 51.360171], [8.702067, 49.408826]]",https://hagenentdecken.de/,"https://www.heidelberg.de/hd,Len/300652.html"
304,Hagen-Erfurt,Hagen,Erfurt,"[7.4674059999999995, 51.360171]","[11.027236, 50.977121999999994]","[[7.4674059999999995, 51.360171], [11.027236, 50.977121999999994]]",https://hagenentdecken.de/,https://www.erfurt-tourismus.de/en/
305,Hagen-Berlin,Hagen,Berlin,"[7.4674059999999995, 51.360171]","[13.405538, 52.517669999999995]","[[7.4674059999999995, 51.360171], [13.405538, 52.517669999999995]]",https://hagenentdecken.de/,https://www.visitberlin.de/en
306,Hagen-Aachen,Hagen,Aachen,"[7.4674059999999995, 51.360171]","[6.0838, 50.773516]","[[7.4674059999999995, 51.360171], [6.0838, 50.773516]]",https://hagenentdecken.de/,https://www.aachen-tourismus.de/en/
307,Hagen-Hamburg,Hagen,Hamburg,"[7.4674059999999995, 51.360171]","[9.99697, 53.550678000000005]","[[7.4674059999999995, 51.360171], [9.99697, 53.550678000000005]]",https://hagenentdecken.de/,https://www.hamburg.com/useful-information/11900874/tourist-information/
308,Dortmund-Gelsenkirchen,Dortmund,Gelsenkirchen,"[7.4641649999999995, 51.514171000000005]","[7.096064, 51.510892]","[[7.4641649999999995, 51.514171000000005], [7.096064, 51.510892]]",https://visit.dortmund.de/en/,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
309,Dortmund-Oberhausen,Dortmund,Oberhausen,"[7.4641649999999995, 51.514171000000005]","[6.852291, 51.470317]","[[7.4641649999999995, 51.514171000000005], [6.852291, 51.470317]]",https://visit.dortmund.de/en/,https://www.oberhausen-tourismus.de/en/index.php
310,Dortmund-Bonn,Dortmund,Bonn,"[7.4641649999999995, 51.514171000000005]","[7.099187, 50.734245]","[[7.4641649999999995, 51.514171000000005], [7.099187, 50.734245]]",https://visit.dortmund.de/en/,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
311,Dortmund-Duisburg,Dortmund,Duisburg,"[7.4641649999999995, 51.514171000000005]","[6.765477000000001, 51.433259]","[[7.4641649999999995, 51.514171000000005], [6.765477000000001, 51.433259]]",https://visit.dortmund.de/en/,https://www.duisburg.de/tourismus/index.php
312,Dortmund-München,Dortmund,München,"[7.4641649999999995, 51.514171000000005]","[11.575997000000001, 48.137683]","[[7.4641649999999995, 51.514171000000005], [11.575997000000001, 48.137683]]",https://visit.dortmund.de/en/,https://www.munich.travel/en
313,Dortmund-Bochum,Dortmund,Bochum,"[7.4641649999999995, 51.514171000000005]","[7.217177, 51.482699]","[[7.4641649999999995, 51.514171000000005], [7.217177, 51.482699]]",https://visit.dortmund.de/en/,https://www.bochum-tourismus.de/#c32169
314,Dortmund-Solingen,Dortmund,Solingen,"[7.4641649999999995, 51.514171000000005]","[7.085665, 51.171718]","[[7.4641649999999995, 51.514171000000005], [7.085665, 51.171718]]",https://visit.dortmund.de/en/,https://www.solingen.de/marketing/
315,Dortmund-Nürnberg,Dortmund,Nürnberg,"[7.4641649999999995, 51.514171000000005]","[11.075269, 49.450938]","[[7.4641649999999995, 51.514171000000005], [11.075269, 49.450938]]",https://visit.dortmund.de/en/,https://tourismus.nuernberg.de/en/
316,Dortmund-Karlsruhe,Dortmund,Karlsruhe,"[7.4641649999999995, 51.514171000000005]","[8.405282000000001, 49.009626000000004]","[[7.4641649999999995, 51.514171000000005], [8.405282000000001, 49.009626000000004]]",https://visit.dortmund.de/en/,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
317,Dortmund-Wuppertal,Dortmund,Wuppertal,"[7.4641649999999995, 51.514171000000005]","[7.195874000000001, 51.271288]","[[7.4641649999999995, 51.514171000000005], [7.195874000000001, 51.271288]]",https://visit.dortmund.de/en/,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
318,Dortmund-Hagen,Dortmund,Hagen,"[7.4641649999999995, 51.514171000000005]","[7.4674059999999995, 51.360171]","[[7.4641649999999995, 51.514171000000005], [7.4674059999999995, 51.360171]]",https://visit.dortmund.de/en/,https://hagenentdecken.de/
319,Dortmund-Düsseldorf,Dortmund,Düsseldorf,"[7.4641649999999995, 51.514171000000005]","[6.780067999999999, 51.22422]","[[7.4641649999999995, 51.514171000000005], [6.780067999999999, 51.22422]]",https://visit.dortmund.de/en/,https://www.duesseldorf-tourismus.de/en
320,Dortmund-Essen,Dortmund,Essen,"[7.4641649999999995, 51.514171000000005]","[7.012583, 51.455843]","[[7.4641649999999995, 51.514171000000005], [7.012583, 51.455843]]",https://visit.dortmund.de/en/,https://www.visitessen.de/startseite_14/Startseite.en.html
321,Dortmund-Erlangen,Dortmund,Erlangen,"[7.4641649999999995, 51.514171000000005]","[11.003274000000001, 49.595079999999996]","[[7.4641649999999995, 51.514171000000005], [11.003274000000001, 49.595079999999996]]",https://visit.dortmund.de/en/,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
322,Dortmund-Osnabrück,Dortmund,Osnabrück,"[7.4641649999999995, 51.514171000000005]","[8.04205, 52.276920000000004]","[[7.4641649999999995, 51.514171000000005], [8.04205, 52.276920000000004]]",https://visit.dortmund.de/en/,https://www.osnabrueck.de//english
323,Dortmund-Leipzig,Dortmund,Leipzig,"[7.4641649999999995, 51.514171000000005]","[12.377931, 51.338288]","[[7.4641649999999995, 51.514171000000005], [12.377931, 51.338288]]",https://visit.dortmund.de/en/,https://english.leipzig.de/
324,Dortmund-Würzburg,Dortmund,Würzburg,"[7.4641649999999995, 51.514171000000005]","[9.93725, 49.793929999999996]","[[7.4641649999999995, 51.514171000000005], [9.93725, 49.793929999999996]]",https://visit.dortmund.de/en/,https://www.wuerzburg.de/en/index.html
325,Dortmund-Mannheim,Dortmund,Mannheim,"[7.4641649999999995, 51.514171000000005]","[8.466275, 49.48778]","[[7.4641649999999995, 51.514171000000005], [8.466275, 49.48778]]",https://visit.dortmund.de/en/,https://www.visit-mannheim.de/en
326,Dortmund-Ulm,Dortmund,Ulm,"[7.4641649999999995, 51.514171000000005]","[9.990402, 48.398454]","[[7.4641649999999995, 51.514171000000005], [9.990402, 48.398454]]",https://visit.dortmund.de/en/,https://tourismus.ulm.de/en/
327,Dortmund-Bamberg,Dortmund,Bamberg,"[7.4641649999999995, 51.514171000000005]","[10.886786, 49.893387]","[[7.4641649999999995, 51.514171000000005], [10.886786, 49.893387]]",https://visit.dortmund.de/en/,https://en.bamberg.info/?setLanguage=en
328,Dortmund-Darmstadt,Dortmund,Darmstadt,"[7.4641649999999995, 51.514171000000005]","[8.653838, 49.872238]","[[7.4641649999999995, 51.514171000000005], [8.653838, 49.872238]]",https://visit.dortmund.de/en/,https://www.darmstadt-tourismus.de/en/visit.html
329,Dortmund-Köln,Dortmund,Köln,"[7.4641649999999995, 51.514171000000005]","[6.957068, 50.938107]","[[7.4641649999999995, 51.514171000000005], [6.957068, 50.938107]]",https://visit.dortmund.de/en/,https://www.cologne-tourism.com/
330,Dortmund-Stuttgart,Dortmund,Stuttgart,"[7.4641649999999995, 51.514171000000005]","[9.177734, 48.775816999999996]","[[7.4641649999999995, 51.514171000000005], [9.177734, 48.775816999999996]]",https://visit.dortmund.de/en/,https://www.stuttgart-tourist.de/en
331,Dortmund-Heidelberg,Dortmund,Heidelberg,"[7.4641649999999995, 51.514171000000005]","[8.702067, 49.408826]","[[7.4641649999999995, 51.514171000000005], [8.702067, 49.408826]]",https://visit.dortmund.de/en/,"https://www.heidelberg.de/hd,Len/300652.html"
332,Dortmund-Erfurt,Dortmund,Erfurt,"[7.4641649999999995, 51.514171000000005]","[11.027236, 50.977121999999994]","[[7.4641649999999995, 51.514171000000005], [11.027236, 50.977121999999994]]",https://visit.dortmund.de/en/,https://www.erfurt-tourismus.de/en/
333,Dortmund-Berlin,Dortmund,Berlin,"[7.4641649999999995, 51.514171000000005]","[13.405538, 52.517669999999995]","[[7.4641649999999995, 51.514171000000005], [13.405538, 52.517669999999995]]",https://visit.dortmund.de/en/,https://www.visitberlin.de/en
334,Dortmund-Aachen,Dortmund,Aachen,"[7.4641649999999995, 51.514171000000005]","[6.0838, 50.773516]","[[7.4641649999999995, 51.514171000000005], [6.0838, 50.773516]]",https://visit.dortmund.de/en/,https://www.aachen-tourismus.de/en/
335,Dortmund-Hamburg,Dortmund,Hamburg,"[7.4641649999999995, 51.514171000000005]","[9.99697, 53.550678000000005]","[[7.4641649999999995, 51.514171000000005], [9.99697, 53.550678000000005]]",https://visit.dortmund.de/en/,https://www.hamburg.com/useful-information/11900874/tourist-information/
336,Düsseldorf-Gelsenkirchen,Düsseldorf,Gelsenkirchen,"[6.780067999999999, 51.22422]","[7.096064, 51.510892]","[[6.780067999999999, 51.22422], [7.096064, 51.510892]]",https://www.duesseldorf-tourismus.de/en,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
337,Düsseldorf-Oberhausen,Düsseldorf,Oberhausen,"[6.780067999999999, 51.22422]","[6.852291, 51.470317]","[[6.780067999999999, 51.22422], [6.852291, 51.470317]]",https://www.duesseldorf-tourismus.de/en,https://www.oberhausen-tourismus.de/en/index.php
338,Düsseldorf-Bonn,Düsseldorf,Bonn,"[6.780067999999999, 51.22422]","[7.099187, 50.734245]","[[6.780067999999999, 51.22422], [7.099187, 50.734245]]",https://www.duesseldorf-tourismus.de/en,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
339,Düsseldorf-Duisburg,Düsseldorf,Duisburg,"[6.780067999999999, 51.22422]","[6.765477000000001, 51.433259]","[[6.780067999999999, 51.22422], [6.765477000000001, 51.433259]]",https://www.duesseldorf-tourismus.de/en,https://www.duisburg.de/tourismus/index.php
340,Düsseldorf-München,Düsseldorf,München,"[6.780067999999999, 51.22422]","[11.575997000000001, 48.137683]","[[6.780067999999999, 51.22422], [11.575997000000001, 48.137683]]",https://www.duesseldorf-tourismus.de/en,https://www.munich.travel/en
341,Düsseldorf-Bochum,Düsseldorf,Bochum,"[6.780067999999999, 51.22422]","[7.217177, 51.482699]","[[6.780067999999999, 51.22422], [7.217177, 51.482699]]",https://www.duesseldorf-tourismus.de/en,https://www.bochum-tourismus.de/#c32169
342,Düsseldorf-Solingen,Düsseldorf,Solingen,"[6.780067999999999, 51.22422]","[7.085665, 51.171718]","[[6.780067999999999, 51.22422], [7.085665, 51.171718]]",https://www.duesseldorf-tourismus.de/en,https://www.solingen.de/marketing/
343,Düsseldorf-Nürnberg,Düsseldorf,Nürnberg,"[6.780067999999999, 51.22422]","[11.075269, 49.450938]","[[6.780067999999999, 51.22422], [11.075269, 49.450938]]",https://www.duesseldorf-tourismus.de/en,https://tourismus.nuernberg.de/en/
344,Düsseldorf-Karlsruhe,Düsseldorf,Karlsruhe,"[6.780067999999999, 51.22422]","[8.405282000000001, 49.009626000000004]","[[6.780067999999999, 51.22422], [8.405282000000001, 49.009626000000004]]",https://www.duesseldorf-tourismus.de/en,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
345,Düsseldorf-Wuppertal,Düsseldorf,Wuppertal,"[6.780067999999999, 51.22422]","[7.195874000000001, 51.271288]","[[6.780067999999999, 51.22422], [7.195874000000001, 51.271288]]",https://www.duesseldorf-tourismus.de/en,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
346,Düsseldorf-Hagen,Düsseldorf,Hagen,"[6.780067999999999, 51.22422]","[7.4674059999999995, 51.360171]","[[6.780067999999999, 51.22422], [7.4674059999999995, 51.360171]]",https://www.duesseldorf-tourismus.de/en,https://hagenentdecken.de/
347,Düsseldorf-Dortmund,Düsseldorf,Dortmund,"[6.780067999999999, 51.22422]","[7.4641649999999995, 51.514171000000005]","[[6.780067999999999, 51.22422], [7.4641649999999995, 51.514171000000005]]",https://www.duesseldorf-tourismus.de/en,https://visit.dortmund.de/en/
348,Düsseldorf-Essen,Düsseldorf,Essen,"[6.780067999999999, 51.22422]","[7.012583, 51.455843]","[[6.780067999999999, 51.22422], [7.012583, 51.455843]]",https://www.duesseldorf-tourismus.de/en,https://www.visitessen.de/startseite_14/Startseite.en.html
349,Düsseldorf-Erlangen,Düsseldorf,Erlangen,"[6.780067999999999, 51.22422]","[11.003274000000001, 49.595079999999996]","[[6.780067999999999, 51.22422], [11.003274000000001, 49.595079999999996]]",https://www.duesseldorf-tourismus.de/en,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
350,Düsseldorf-Osnabrück,Düsseldorf,Osnabrück,"[6.780067999999999, 51.22422]","[8.04205, 52.276920000000004]","[[6.780067999999999, 51.22422], [8.04205, 52.276920000000004]]",https://www.duesseldorf-tourismus.de/en,https://www.osnabrueck.de//english
351,Düsseldorf-Leipzig,Düsseldorf,Leipzig,"[6.780067999999999, 51.22422]","[12.377931, 51.338288]","[[6.780067999999999, 51.22422], [12.377931, 51.338288]]",https://www.duesseldorf-tourismus.de/en,https://english.leipzig.de/
352,Düsseldorf-Würzburg,Düsseldorf,Würzburg,"[6.780067999999999, 51.22422]","[9.93725, 49.793929999999996]","[[6.780067999999999, 51.22422], [9.93725, 49.793929999999996]]",https://www.duesseldorf-tourismus.de/en,https://www.wuerzburg.de/en/index.html
353,Düsseldorf-Mannheim,Düsseldorf,Mannheim,"[6.780067999999999, 51.22422]","[8.466275, 49.48778]","[[6.780067999999999, 51.22422], [8.466275, 49.48778]]",https://www.duesseldorf-tourismus.de/en,https://www.visit-mannheim.de/en
354,Düsseldorf-Ulm,Düsseldorf,Ulm,"[6.780067999999999, 51.22422]","[9.990402, 48.398454]","[[6.780067999999999, 51.22422], [9.990402, 48.398454]]",https://www.duesseldorf-tourismus.de/en,https://tourismus.ulm.de/en/
355,Düsseldorf-Bamberg,Düsseldorf,Bamberg,"[6.780067999999999, 51.22422]","[10.886786, 49.893387]","[[6.780067999999999, 51.22422], [10.886786, 49.893387]]",https://www.duesseldorf-tourismus.de/en,https://en.bamberg.info/?setLanguage=en
356,Düsseldorf-Darmstadt,Düsseldorf,Darmstadt,"[6.780067999999999, 51.22422]","[8.653838, 49.872238]","[[6.780067999999999, 51.22422], [8.653838, 49.872238]]",https://www.duesseldorf-tourismus.de/en,https://www.darmstadt-tourismus.de/en/visit.html
357,Düsseldorf-Köln,Düsseldorf,Köln,"[6.780067999999999, 51.22422]","[6.957068, 50.938107]","[[6.780067999999999, 51.22422], [6.957068, 50.938107]]",https://www.duesseldorf-tourismus.de/en,https://www.cologne-tourism.com/
358,Düsseldorf-Stuttgart,Düsseldorf,Stuttgart,"[6.780067999999999, 51.22422]","[9.177734, 48.775816999999996]","[[6.780067999999999, 51.22422], [9.177734, 48.775816999999996]]",https://www.duesseldorf-tourismus.de/en,https://www.stuttgart-tourist.de/en
359,Düsseldorf-Heidelberg,Düsseldorf,Heidelberg,"[6.780067999999999, 51.22422]","[8.702067, 49.408826]","[[6.780067999999999, 51.22422], [8.702067, 49.408826]]",https://www.duesseldorf-tourismus.de/en,"https://www.heidelberg.de/hd,Len/300652.html"
360,Düsseldorf-Erfurt,Düsseldorf,Erfurt,"[6.780067999999999, 51.22422]","[11.027236, 50.977121999999994]","[[6.780067999999999, 51.22422], [11.027236, 50.977121999999994]]",https://www.duesseldorf-tourismus.de/en,https://www.erfurt-tourismus.de/en/
361,Düsseldorf-Berlin,Düsseldorf,Berlin,"[6.780067999999999, 51.22422]","[13.405538, 52.517669999999995]","[[6.780067999999999, 51.22422], [13.405538, 52.517669999999995]]",https://www.duesseldorf-tourismus.de/en,https://www.visitberlin.de/en
362,Düsseldorf-Aachen,Düsseldorf,Aachen,"[6.780067999999999, 51.22422]","[6.0838, 50.773516]","[[6.780067999999999, 51.22422], [6.0838, 50.773516]]",https://www.duesseldorf-tourismus.de/en,https://www.aachen-tourismus.de/en/
363,Düsseldorf-Hamburg,Düsseldorf,Hamburg,"[6.780067999999999, 51.22422]","[9.99697, 53.550678000000005]","[[6.780067999999999, 51.22422], [9.99697, 53.550678000000005]]",https://www.duesseldorf-tourismus.de/en,https://www.hamburg.com/useful-information/11900874/tourist-information/
364,Essen-Gelsenkirchen,Essen,Gelsenkirchen,"[7.012583, 51.455843]","[7.096064, 51.510892]","[[7.012583, 51.455843], [7.096064, 51.510892]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
365,Essen-Oberhausen,Essen,Oberhausen,"[7.012583, 51.455843]","[6.852291, 51.470317]","[[7.012583, 51.455843], [6.852291, 51.470317]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.oberhausen-tourismus.de/en/index.php
366,Essen-Bonn,Essen,Bonn,"[7.012583, 51.455843]","[7.099187, 50.734245]","[[7.012583, 51.455843], [7.099187, 50.734245]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
367,Essen-Duisburg,Essen,Duisburg,"[7.012583, 51.455843]","[6.765477000000001, 51.433259]","[[7.012583, 51.455843], [6.765477000000001, 51.433259]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.duisburg.de/tourismus/index.php
368,Essen-München,Essen,München,"[7.012583, 51.455843]","[11.575997000000001, 48.137683]","[[7.012583, 51.455843], [11.575997000000001, 48.137683]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.munich.travel/en
369,Essen-Bochum,Essen,Bochum,"[7.012583, 51.455843]","[7.217177, 51.482699]","[[7.012583, 51.455843], [7.217177, 51.482699]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.bochum-tourismus.de/#c32169
370,Essen-Solingen,Essen,Solingen,"[7.012583, 51.455843]","[7.085665, 51.171718]","[[7.012583, 51.455843], [7.085665, 51.171718]]",https://www.visitessen.de/startseite_14/Startseite.en.html,https://www.solingen.de/marketing/
